0,1,2,3,4,5,6,7,8,9
1.0,0.040345821325648415,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0234113712374581
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00668896321070234
0.0,0.04322766570605187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267558528428093
0.0,0.04610951008645533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0501672240802675
1.0,0.04899135446685879,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0267558528428093
0.0,0.05187319884726224,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0568561872909698
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020066889632107
1.0,0.0547550432276657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.05763688760806916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020066889632107
1.0,0.0547550432276657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0100334448160535
0.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0234113712374581
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00334448160535117
1.0,0.020172910662824207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0133779264214046
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.040133779264214
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00668896321070234
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0133779264214046
1.0,0.060518731988472615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0100334448160535
0.0,0.06340057636887608,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0167224080267558
1.0,0.06628242074927954,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.11371237458193902
1.0,0.06916426512968299,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0735785953177257
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
1.0,0.07204610951008646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19397993311036701
1.0,0.07492795389048991,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11036789297658801
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7056856187290971
0.0,0.07780979827089336,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0
0.0,0.01440922190201729,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.220735785953177
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020066889632107
1.0,0.06628242074927954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0468227424749163
1.0,0.040345821325648415,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0903010033444816
0.0,0.08069164265129683,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020066889632107
1.0,0.040345821325648415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.060200668896321
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.040133779264214
1.0,0.08357348703170028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
0.0,0.07780979827089336,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.127090301003344
1.0,0.08645533141210374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.0893371757925072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100334448160535
0.0,0.040345821325648415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0100334448160535
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00334448160535117
1.0,0.020172910662824207,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0668896321070234
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0100334448160535
1.0,0.09221902017291066,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0133779264214046
0.0,0.09510086455331411,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0167224080267558
0.0,0.07780979827089336,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.127090301003344
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0167224080267558
1.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0167224080267558
1.0,0.040345821325648415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
0.0,0.020172910662824207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
0.0,0.037463976945244955,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00668896321070234
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0234113712374581
1.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0969899665551839
0.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14381270903010002
0.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0735785953177257
0.0,0.01440922190201729,1.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0.277591973244147
0.0,0.01440922190201729,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.244147157190635
0.0,0.09798270893371758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
0.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14381270903010002
0.0,0.10086455331412103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0501672240802675
0.0,0.10374639769452448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0167224080267558
1.0,0.10662824207492795,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0234113712374581
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00334448160535117
1.0,0.017291066282420747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
1.0,0.07780979827089336,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.123745819397993
1.0,0.1095100864553314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00668896321070234
1.0,0.11239193083573486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0234113712374581
1.0,0.11527377521613832,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.120401337792642
0.0,0.11815561959654178,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0100334448160535
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
1.0,0.002881844380403458,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.147157190635451
1.0,0.040345821325648415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0635451505016722
1.0,0.12103746397694523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0267558528428093
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0133779264214046
0.0,0.1239193083573487,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.04322766570605187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10033444816053501
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301003344481605
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.12680115273775217,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0468227424749163
1.0,0.12968299711815562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.13256484149855907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020066889632107
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
1.0,0.13544668587896252,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0100334448160535
1.0,0.13832853025936598,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0434782608695652
1.0,0.14121037463976943,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020066889632107
1.0,0.1440922190201729,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.040133779264214
0.0,0.14697406340057637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0334448160535117
0.0,0.14985590778097982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.040133779264214
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0100334448160535
0.0,0.15273775216138327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00334448160535117
1.0,0.12680115273775217,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0301003344481605
0.0,0.15561959654178673,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0234113712374581
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0301003344481605
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.060200668896321
0.0,0.020172910662824207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.244147157190635
0.0,0.15850144092219018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00668896321070234
0.0,0.16138328530259366,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.020172910662824207,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0133779264214046
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0267558528428093
0.0,0.020172910662824207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0133779264214046
0.0,0.040345821325648415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
0.0,0.05763688760806916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0468227424749163
1.0,0.1642651296829971,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0301003344481605
1.0,0.16714697406340057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.017291066282420747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
1.0,0.17002881844380402,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0133779264214046
1.0,0.06628242074927954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0535117056856187
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.020172910662824207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0100334448160535
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.17291066282420747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301003344481605
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0167224080267558
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0367892976588628
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00334448160535117
0.0,0.12968299711815562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0133779264214046
0.0,0.04322766570605187,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.020066889632107
1.0,0.17579250720461093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00334448160535117
1.0,0.040345821325648415,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0234113712374581
0.0,0.1786743515850144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00334448160535117
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.18155619596541786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0334448160535117
0.0,0.04322766570605187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0234113712374581
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
1.0,0.020172910662824207,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0133779264214046
1.0,0.020172910662824207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.020066889632107
1.0,0.020172910662824207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0133779264214046
0.0,0.040345821325648415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0434782608695652
1.0,0.1844380403458213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020066889632107
1.0,0.12968299711815562,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.170568561872909
1.0,0.18731988472622477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.040133779264214
0.0,0.12103746397694523,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0267558528428093
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,1.0
1.0,0.19020172910662822,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0133779264214046
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00334448160535117
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0100334448160535
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
0.0,0.040345821325648415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.01440922190201729,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0434782608695652
1.0,0.06628242074927954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0468227424749163
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0301003344481605
1.0,0.01440922190201729,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0234113712374581
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020066889632107
1.0,0.1930835734870317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0702341137123745
0.0,0.19596541786743515,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0234113712374581
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0334448160535117
0.0,0.1988472622478386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.002881844380403458,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0133779264214046
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.020066889632107
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0167224080267558
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568561872909698
1.0,0.20172910662824206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
0.0,0.020172910662824207,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0167224080267558
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.00668896321070234
0.0,0.06916426512968299,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0133779264214046
1.0,0.20461095100864551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00668896321070234
0.0,0.20749279538904897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0167224080267558
0.0,0.21037463976945245,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00668896321070234
0.0,0.04322766570605187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.2132564841498559,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0468227424749163
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0267558528428093
0.0,0.21613832853025935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0133779264214046
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0903010033444816
0.0,0.12968299711815562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0234113712374581
0.0,0.2190201729106628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167224080267558
1.0,0.22190201729106626,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0535117056856187
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
0.0,0.020172910662824207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0301003344481605
0.0,0.04322766570605187,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00334448160535117
1.0,0.22478386167146971,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0133779264214046
1.0,0.040345821325648415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
0.0,0.040345821325648415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.002881844380403458,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13377926421404598
1.0,0.040345821325648415,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0234113712374581
0.0,0.2276657060518732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
0.0,0.23054755043227665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00334448160535117
0.0,0.2334293948126801,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.20172910662824206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167224080267558
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214046
1.0,0.040345821325648415,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.020066889632107
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040133779264214
1.0,0.040345821325648415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0735785953177257
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0501672240802675
1.0,0.23631123919308356,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0234113712374581
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0133779264214046
0.0,0.04322766570605187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167224080267558
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.06628242074927954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0468227424749163
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07780979827089336,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.123745819397993
0.0,0.002881844380403458,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0869565217391304
0.0,0.002881844380403458,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.103678929765886
0.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002881844380403458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0267558528428093
1.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.239193083573487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.020172910662824207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020066889632107
1.0,0.18155619596541786,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0468227424749163
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0234113712374581
1.0,0.017291066282420747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.07780979827089336,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0535117056856187
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00334448160535117
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00668896321070234
0.0,0.017291066282420747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334448160535117
1.0,0.017291066282420747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
0.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.020172910662824207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0167224080267558
1.0,0.04322766570605187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0167224080267558
1.0,0.037463976945244955,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0133779264214046
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0100334448160535
0.0,0.040345821325648415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00668896321070234
1.0,0.20749279538904897,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0969899665551839
0.0,0.01440922190201729,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.20066889632107002
1.0,0.18155619596541786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0434782608695652
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0836120401337792
1.0,0.23631123919308356,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0367892976588628
0.0,0.24207492795389046,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.11371237458193902
1.0,0.020172910662824207,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9698996655518392
1.0,0.24495677233429394,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0267558528428093
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00668896321070234
1.0,0.017291066282420747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367892976588628
1.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.759197324414715
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.675585284280936
1.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.6254180602006679
0.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.21037463976945245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0100334448160535
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.57190635451505
0.0,0.020172910662824207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0100334448160535
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0133779264214046
