0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.8019763646456789,0.0,0.0,0.5673686929311146,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6585047288537905,0.0,0.0,0.7957992474398445,0.7636089269345714,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7397124442240951,1.0,1.0,0.26030700737374207,0.6607773851590106,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8412659958964165,0.0,0.0,0.1785813540751871,0.40749526649342677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9004252978608694,0.0,0.0,0.19676941336964104,0.4526836842682028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8787919030673921,0.0,0.0,0.6550627579926451,0.4838763773347726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.888448190381755,1.0,0.0,0.6215739924871306,0.6448763250883393,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9365380943025325,0.0,0.0,0.8531856585025037,0.5835347925545332,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9765976172899635,1.0,0.0,0.07749876770388275,0.5028905746374277,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6765343135510257,0.0,0.0,0.13882105441745535,0.5557628127887584,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8374882279610146,0.0,0.0,0.8423775935390629,0.7734496971631933,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8840657692698718,0.0,0.0,0.7652504234848698,0.5511641093583488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6672254832723462,0.0,0.0,0.5901855688896505,0.6186152851434962,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8482048282415736,0.0,0.0,0.6908375762860144,0.8107828898304443,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9628160634605849,1.0,0.0,0.5472800630710013,0.42402826855123676,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9701808352082116,0.0,0.0,0.07718669754386653,0.4907438290843028,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9733832969874128,0.0,0.0,0.07683924377843215,0.509298272093149,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9795762257944673,0.0,0.0,0.6555057681045027,0.4105256851407632,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9382764744818399,0.0,0.0,0.7118013788986335,0.5763546646642781,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8969343386706009,1.0,0.0,0.7670510732551561,0.4883652399024429,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43628581424260693,0.0,0.0,0.009108774533950759,0.6780298076273332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.504214179474467,0.0,0.0,0.12660575986643785,0.4487632508833922,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9343847609600203,0.0,0.0,0.3781950958273473,0.488967987280892,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9871612648130976,1.0,0.0,0.9015120582817968,0.49577010476383043,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.901070138494806,0.0,0.0,0.35449780367840716,0.5326718540151855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9821966317946056,0.0,0.0,0.17724871268391795,0.3852555304375945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.724668677363391,0.0,0.0,0.271343447203054,0.44480513351479134,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9827439107760556,0.0,0.0,0.6052173044740945,0.5165253139072914,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7143237341214387,0.0,0.0,0.0943162869552302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9151591377648518,0.0,0.0,0.6638204913748451,0.47188211067858266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.904265079964942,0.0,0.0,0.09233524807324883,0.4831358296686063,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8399841309415074,0.0,0.0,0.7934623955416693,0.798220763164666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.630283477261291,0.0,0.0,0.14203739349105676,0.5419310345218414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9131335330315932,0.0,0.0,0.3570480062904919,0.5475747641753312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9052536459522493,1.0,0.0,0.6427667211174002,0.5331919193081307,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.860214825621144,0.0,0.0,0.03516832620857813,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.9662031536447028,0.0,0.0,0.10787107077801811,0.37478461517672335,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.838099628516633,0.0,0.0,0.12361866809067656,0.4937118414461088,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8358409694366002,0.0,0.0,0.6920939807849038,0.471540724529494,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7582114676385915,0.0,0.0,0.19983154411931509,0.48228445998709124,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5971448288020789,0.0,0.0,0.13953002697677647,0.5132689150525486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4878780550880538,0.0,0.0,0.017047804867326988,0.6440411821315046,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.762611157382871,0.0,0.0,0.5932000754043512,0.6774869177863073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8701455226555196,0.0,0.0,0.20483913740739096,0.4777914800290778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6755792216212743,0.0,0.0,0.4996958193953472,0.48294794487489606,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6821721862164994,0.0,0.0,0.7115567508469756,0.7133101465651145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9876053544868615,0.0,0.0,0.1138770764520462,0.31604628981578253,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.977963384267788,1.0,0.0,0.8643441408961254,0.48134795807416353,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7242491860651191,0.0,0.0,0.7489184748129687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9308956107915901,0.0,0.0,0.38429094570113814,0.5421487115818231,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9389550066496603,0.0,0.0,0.1944799798284788,0.4077489443829404,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7778128962183544,0.0,0.0,0.023900923130230955,0.4625055946984267,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6659739349931574,0.0,0.0,0.04653282444430806,0.6969827371864321,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
